Ano,ESP,Vagas,Inscritos,Aprovados,Media,Max,Min,Desvio Padrao
2020.0,CIV,3.0,22.0,15.0,7.943893333333333,8.35,7.6833,0.2105438110725468
2021.0,CIV,4.0,10.0,10.0,7.75278,8.1667,7.3222,0.2299603675998687
2022.0,CIV,3.0,24.0,15.0,9.180013333333331,9.5556,8.9111,0.1679875670002595
2023.0,CIV,8.0,64.0,40.0,8.561115,9.6056,8.1778,0.3255818338581894
2024.0,,,,,9.179174999999873,10.208399999999983,8.791699999999992,
