Ano,ESP,Vagas,Inscritos,Aprovados,Media,Max,Min,Desvio Padrao
2020.0,QUI,1.0,15.0,5.0,8.18168,8.7917,7.8917,0.3534322594218023
2022.0,QUI,2.0,16.0,10.0,8.829999999999998,9.1111,8.6,0.1970330711101847
2023.0,QUI,1.0,8.0,5.0,8.23556,8.9056,7.5389,0.5094214591082711
2024.0,,,,,8.559719999999999,9.065299999999993,7.893050000000002,
