Ano,ESP,Vagas,Inscritos,Aprovados,Media,Max,Min,Desvio Padrao
2020.0,TEL,3.0,23.0,15.0,7.491113333333333,8.3667,7.0333,0.3308299905792501
2022.0,TEL,1.0,15.0,5.0,7.88002,8.3889,7.2667,0.5038784893205898
2023.0,TEL,1.0,8.0,5.0,7.48336,8.0334,7.1389,0.3748724489743146
2024.0,,,,,7.677813333333333,8.044500000000028,7.255599999999987,
