Ano,ESP,Vagas,Inscritos,Aprovados,Media,Max,Min,Desvio Padrao
2020.0,MTL,1.0,15.0,5.0,8.00334,8.3167,7.9,0.1778293507832723
2022.0,MTL,1.0,16.0,5.0,8.69558,9.1111,8.2889,0.3155891427156519
2024.0,,,,,9.387820000000033,9.905499999999961,8.677800000000047,
