Ano,ESP,Vagas,Inscritos,Aprovados,Media,Max,Min,Desvio Padrao
2023.0,CGR,1.0,8.0,5.0,7.10222,7.7556,6.6611,0.4254400568822827
2024.0,,,,,7.10222,7.7556,6.6611,
