Ano,ESP,Vagas,Inscritos,Aprovados,Media,Max,Min,Desvio Padrao
2020,MEC,3,22,15,8.515573333333334,8.75,8.35,0.1204304035334853
2021,MEC,4,5,5,8.463339999999999,8.6667,8.1444,0.21718057694002071
2022,MEC,3,24,15,9.604099999999999,9.7778,9.4334,0.11684037340381455
2023,MEC,4,32,20,9.07751,9.5,8.7722,0.2051442468118471
