Ano,ESP,Vagas,Inscritos,Aprovados,Media,Max,Min,Desvio Padrao
2020.0,CMP,3.0,23.0,15.0,7.967246666666666,8.4667,7.6,0.2238404816785723
2021.0,CMP,4.0,5.0,5.0,6.40114,6.6667,6.0667,0.2492671017202228
2022.0,CMP,4.0,32.0,20.0,8.139734999999998,8.8223,7.7111,0.3262976914527108
2023.0,CMP,6.0,48.0,30.0,7.380189999999999,8.8111,6.7111,0.566936902376148
2024.0,,,,,7.466434166666664,8.988900000000058,6.7666499999999985,
