Ano,ESP,Vagas,Inscritos,Aprovados,Media,Max,Min,Desvio Padrao
2020.0,ELT,3.0,21.0,15.0,8.462233333333334,8.8167,8.2167,0.19201586863987
2021.0,ELT,3.0,10.0,10.0,8.089459999999999,8.3,7.7389,0.1948954431939797
2022.0,ELT,3.0,24.0,15.0,9.080753333333332,9.4111,8.8333,0.2003884544245666
2023.0,ELT,5.0,40.0,25.0,7.424892000000001,8.8667,6.8667,0.5271640232729594
2024.0,,,,,7.734151999999995,9.163900000000012,7.1749999999999545,
